id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
2425,Dustin Pague,135,1987-08-05,5,9
2426,Dinis Paiva Jr.,145,1988-05-26,5,9
2427,Raulian Paiva,125,1995-10-17,5,8
2428,Jose Palacios,145,,5,9
2429,Sasha Palatnikov,170,1989-03-15,6,1
2430,Ricky Palacios,145,1987-07-05,5,6
2431,Fredson Paixao,145,1979-05-13,5,6
2432,Soa Palelei,265,1977-07-12,6,4
2433,Bart Palaszewski,145,1983-05-30,5,9
2434,Rousimar Palhares,170,1980-02-26,5,8
2435,Tulio Palhares,180,,,
2436,Stephen Palling,143,1967-01-29,5,4
2437,Joe Pardo,210,,6,1
2438,Eduardo Pamplona,170,1973-02-20,5,11
2439,Jared Papazian,135,1988-02-01,5,8
2440,Alexandre Pantoja,125,1990-04-16,5,5
2441,Bryan Pardoe,205,,6,1
2442,Remco Pardoel,260,,6,3
2443,Ido Pariente,155,,5,8
2444,Won Sik Park,154,,5,11
2445,Josh Parisian,265,1989-06-28,6,4
2446,Harvey Park,155,1986-03-22,6,0
2447,Junyong Park,185,1991-02-27,5,10
2448,Karo Parisyan,170,1982-08-28,5,10
2449,Norman Parke,155,1986-12-22,5,11
2450,Ryan Parker,235,,6,3
2451,Larry Parker,205,,5,11
2452,Tyra Parker,115,,5,5
2453,Jordan Parsons,145,1990-08-26,5,9
2454,Willie Parks,185,1983-11-04,5,10
2455,Onassis Parungao,200,,5,11
2456,Jhonoven Pati,185,1990-08-29,6,1
2457,Jorge Patino,170,1973-08-05,5,8
2458,Russell Patrick,145,,5,9
2459,Claude Patrick,170,1980-06-14,5,11
2460,Alan Patrick,155,1983-07-19,5,11
2461,Justin Patterson,170,1985-12-07,5,10
2462,Michael Patt,205,,6,0
2463,Julio Paulino,170,1975-12-04,6,0
2464,Sergei Pavlovich,257,1992-05-13,6,3
2465,Pawel Pawlak,170,1989-02-08,6,0
2466,Sarah Payant,115,,5,4
2467,Estevan Payan,145,1982-03-14,5,10
2468,Roland Payne,205,,5,9
2469,Jonathan Pearce,145,1992-05-01,6,0
2470,Andre Pederneiras,155,1967-03-22,5,8
2471,Carlo Pedersoli Jr.,170,1993-06-08,5,11
2472,Joe Pearson,145,1978-03-28,5,10
2473,Ross Pearson,155,1984-09-26,5,8
2474,Matt Pedro,,,,
2475,Tyson Pedro,205,1991-09-17,6,3
2476,Filip Pejic,135,1992-07-21,5,8
2477,Willie Peeters,220,1965-10-26,5,9
2478,Yan Pellerin,205,,5,11
2479,Julianna Pena,135,1989-08-19,5,6
2480,Kurt Pellegrino,155,1979-05-07,5,8
2481,Luis Pena,155,1993-07-05,6,3
2482,Sherman Pendergarst,235,1967-08-01,6,1
2483,Drew Pendleton,145,1983-12-08,,
2484,Cathal Pendred,170,1987-09-02,6,1
2485,BJ Penn,155,1978-12-13,5,9
2486,Nick Penner,205,1980-03-26,6,4
2487,Jessica Penne,115,1983-01-30,5,5
2488,Jerron Peoples,170,1982-05-04,6,0
2489,Raquel Pennington,135,1988-09-05,5,7
2490,Justin Pennington,,,5,4
2491,Godofredo Pepey,145,1987-07-02,5,7
2492,Ray Perales,170,,5,10
2493,Michel Pereira,170,1993-10-06,6,1
2494,Robert Peralta,145,1986-03-14,5,8
2495,Viviane Pereira,115,1993-08-28,5,1
2496,Alex Pereira,185,1987-07-07,,
2497,Daniel Pereira,185,1990-12-13,5,10
2498,Rolando Perez,135,,5,8
2499,Philip Perez,155,,5,5
2500,Erik Perez,135,1989-11-19,5,8
2501,Frankie Perez,155,1989-05-11,5,11
2502,Alejandro Perez,145,1989-09-02,5,6
2503,Markus Perez,185,1988-06-22,6,1
2504,Jose Perez,,,,
2505,Alex Perez,125,1992-03-21,5,6
2506,Thiago Perpetuo,170,1987-12-14,5,10
2507,Anthony Perosh,205,1972-10-05,6,3
2508,Hernani Perpetuo,170,1985-05-24,6,0
2509,Jay Perrin,135,1993-06-15,5,7
2510,Tony Petarra,196,,5,11
2511,Leiticia Pestova,135,1984-01-15,5,6
2512,Raphael Pessoa,262,1989-03-09,6,3
2513,Viktor Pesta,240,1990-07-15,6,3
2514,Tommy Petersen,155,,,
2515,Mike Perry,170,1991-09-15,5,10
2516,Cory Peterson,400,,6,11
2517,Peter Petties,145,1990-12-20,5,11
2518,Steven Peterson,145,1990-05-29,5,10
2519,Seth Petruzelli,205,1979-12-03,6,0
2520,Anthony Pettis,155,1987-01-27,5,10
2521,Forrest Petz,170,1975-09-22,5,9
2522,Dino Pezao,205,,,
2523,Cody Pfister,155,1990-07-12,5,10
2524,Sergio Pettis,125,1993-08-18,5,6
2525,Wayne Phillips,185,1983-06-17,,
2526,Dave Phillips,185,1980-01-12,6,0
2527,Nam Phan,135,1983-03-13,5,6
2528,Aaron Phillips,135,1989-08-05,5,9
2529,Constantinos Philippou,185,1979-11-29,5,11
2530,John Phillips,185,1985-06-09,5,11
2531,Elizabeth Phillips,135,1986-08-20,5,6
2532,Kyler Phillips,135,1995-06-12,5,8
2533,Vinc Pichel,155,1982-11-23,5,10
2534,Nick Pica,185,,5,10
2535,Jamie Pickett,185,1988-08-29,6,2
2536,Adam Piccolotti,155,1988-10-23,5,11
2537,Nick Piedmont,145,,5,10
2538,Oskar Piechota,185,1990-01-24,6,0
2539,Mike Pierce,170,1980-09-01,5,8
2540,Brad Pickett,135,1978-09-24,5,6
2541,Joao Pierini,155,1971-12-11,6,1
2542,Sean Pierson,170,1976-03-10,6,0
2543,Domingo Pilarte,135,1990-01-05,6,0
2544,Daniel Pineda,145,1985-08-06,5,7
2545,Luana Pinheiro,115,1992-11-18,5,2
2546,Jesus Pinedo,155,1996-06-22,5,10
2547,Gaetano Pirrello,135,1992-04-29,5,7
2548,Pingyuan Liu,135,1993-02-13,5,6
2549,Maki Pitolo,185,1990-11-24,5,10
2550,Dmitry Poberezhets,237,1985-06-11,6,3
2551,Jamal Pogues,205,1995-12-01,6,3
2552,Ross Pointon,170,1980-02-18,5,8
2553,John Polakowski,155,1981-06-21,5,10
2554,Brandon Polcare,125,,,
2555,Igor Pokrajac,205,1979-01-02,6,0
2556,Dustin Poirier,155,1989-01-19,5,9
2557,Mike Polchlopek,285,1965-12-27,6,4
2558,Santiago Ponzinibbio,170,1986-09-26,6,0
2559,Grigory Popov,135,1984-04-18,5,7
2560,Felipe Portela,170,1987-11-23,,
2561,Alexander Poppeck,205,1992-04-06,6,2
2562,Parker Porter,265,1985-04-22,6,0
2563,Callan Potter,170,1984-06-09,6,0
2564,Devin Powell,155,1988-03-01,6,0
2565,Ruan Potts,247,1978-02-23,6,2
2566,Marcin Prachnio,205,1988-07-14,6,3
2567,Ricardo Prasel,238,1990-06-02,6,7
2568,Wagner Prado,205,1986-12-30,6,0
2569,Trevor Prangley,185,1972-08-24,6,1
2570,Carlo Prater,155,1981-06-25,5,11
2571,Michel Prazeres,170,1981-07-25,5,6
2572,Kyle Prepolec,170,1989-08-30,5,10
2573,Dorian Price,170,1977-08-20,6,3
2574,Philip Preece,205,,5,8
2575,Chris Price,185,1982-11-09,6,2
2576,Niko Price,170,1989-09-29,6,0
2577,Shane Primm,205,1984-07-30,6,3
2578,Brent Primus,155,1985-04-12,5,10
2579,Lara Procopio,125,1995-11-14,5,4
2580,Jiri Prochazka,205,1992-10-14,6,3
2581,Joe Proctor,155,1985-08-10,5,10
2582,Cole Province,145,1981-01-17,5,9
2583,Daniel Puder,235,1981-10-09,6,3
2584,Lucie Pudilova,125,1994-06-13,5,8
2585,Bubba Pugh,185,,5,10
2586,Claudio Puelles,155,1996-04-21,5,11
2587,Juan Manuel Puig,145,1989-04-23,5,9
2588,Hugh Pulley,155,,6,0
2589,Josh Pulsifer,145,1983-03-16,5,10
2590,Jens Pulver,145,1974-12-06,5,7
2591,CM Punk,170,1978-10-26,6,1
2592,Joe Pyfer,185,1996-09-17,6,2
2593,Bao Quach,145,1979-09-04,5,3
2594,Mike Pyle,170,1975-09-18,6,0
2595,Gary Quan,143,1971-04-11,5,8
2596,Billy Quarantillo,145,1988-12-08,5,10
2597,Nate Quarry,185,1972-03-18,6,0
2598,Vinicius Queiroz,220,1983-08-29,6,7
2599,Ryan Quinn,145,,5,8
2600,Jimmy Quinlan,185,1986-05-25,6,0
2601,Michel Quinones,155,1984-12-22,5,10
2602,Landon Quinones,155,1995-11-21,5,9
2603,Jose Quinonez,135,1990-07-28,5,8
2604,Benji Radach,185,1979-04-05,5,10
2605,Josh Rafferty,170,1981-01-06,6,0
2606,Jordan Radev,185,1976-09-28,5,7
2607,Gilbert Rael,155,,5,8
2608,Amir Rahnavardi,205,1974-12-07,6,0
2609,Ricky Rainey,170,1983-06-29,6,1
2610,Shavkat Rakhmonov,170,1994-10-23,6,1
2611,Aleksandar Rakic,205,1992-02-06,6,4
2612,Jessica Rakoczy,115,1977-04-14,5,7
2613,Hector Ramirez,205,1976-03-28,6,0
2614,Thomas Ramirez,410,,6,1
2615,Matt Ramirez,125,,5,5
2616,Steve Ramirez,125,,5,7
2617,Andrew Ramm,160,,6,1
2618,Amador Ramirez,135,1990-06-14,,
2619,Ian Rammel,185,1985-07-22,6,0
2620,Luis Ramos,170,1981-01-18,5,8
2621,Davi Ramos,155,1986-11-05,5,6
2622,Ricardo Ramos,145,1995-08-01,5,9
2623,Hussain Rasouli,135,,5,6
2624,Vernon Ramos Ho,170,1992-06-03,5,6
2625,Raou Raou,195,,5,8
2626,Kevin Randleman,205,1971-08-10,5,10
2627,David Rasouri,155,,5,7
2628,Ed Ratcliff,155,1983-03-05,5,10
2629,Gideon Ray,185,1973-05-27,5,10
2630,Bec Rawlings,125,1989-02-11,5,6
2631,Stevie Ray,155,1990-03-25,5,10
2632,Joe Ray,170,1984-12-17,,
2633,Iony Razafiarison,145,1984-12-23,5,3
2634,Keenan Raymond,165,,,
2635,Antony Rea,205,1976-07-15,6,0
2636,Abdul Razak Alhassan,170,1985-08-11,5,10
2637,Rafael Rebello,135,1980-10-16,5,5
2638,Greg Rebello,240,1982-06-13,6,0
2639,Paul Redmond,145,1986-10-20,5,10
2640,John Reedy,155,,5,8
2641,Dennis Reed,205,,,
2642,Karl Reed,205,1988-10-27,6,3
2643,James Reese,155,1980-12-21,5,9
2644,Stephen Regman,185,1991-08-05,5,11
2645,Johnny Rees,170,1982-10-21,6,0
2646,Chad Reiner,170,1981-06-29,5,11
2647,Ben Reiter,185,1987-06-27,6,3
2648,Goran Reljic,205,1984-03-20,6,3
2649,Jason Reinhardt,135,1969-10-31,5,6
2650,Wilson Reis,125,1985-01-06,5,4
2651,Chance Rencountre,170,1986-12-31,6,2
2652,Leigh Remedios,155,1976-01-13,5,7
2653,John Renken,190,,6,0
2654,Marion Reneau,135,1977-06-20,5,6
2655,Herman Renting,215,,6,0
2656,Alex Reyes,170,1986-10-02,5,11
2657,Dominick Reyes,205,1989-12-26,6,4
2658,Marco Polo Reyes,155,1984-11-07,5,11
2659,Kyle Reyes,145,,5,8
2660,Johnny Rhodes,210,,6,0
2661,Gaston Reyno,145,1986-11-11,6,0
2662,Victor Reyna,170,1986-08-05,5,11
2663,Mike Rhodes,170,1989-12-04,6,1
2664,Lucrezia Ria,125,1992-06-24,5,6
2665,Vitor Ribeiro,154,1979-02-24,5,8
2666,Amanda Ribas,125,1993-08-26,5,3
2667,Will Ribeiro,135,1983-02-17,5,8
2668,Mike Ricci,155,1986-03-18,6,0
2669,Alex Ricci,155,1982-07-21,5,11
2670,Matt Ricehouse,155,1987-03-11,,
2671,John Richard,205,1982-05-22,,
2672,Mike Richman,135,1985-06-23,5,8
2673,Rex Richards,265,,6,5
2674,Dave Rickels,155,1989-01-05,5,11
2675,Brad Riddell,155,1991-09-30,5,7
2676,Jeremiah Riggs,185,1982-12-17,6,0
2677,Matthew Riddle,170,1986-01-14,6,1
2678,Jason Riley,245,1975-09-22,6,6
2679,Joe Riggs,185,1982-09-23,6,0
2680,Aaron Riley,155,1980-12-09,5,8
2681,Moise Rimbon,205,1977-04-20,5,10
2682,Jordan Rinaldi,145,1987-09-25,5,10
2683,Nick Ring,185,1979-02-10,6,0
2684,Albert Rios,145,,5,8
2685,Mike Rio,155,1981-07-06,5,10
2686,Shannon Ritch,190,1970-09-27,5,9
2687,Rafael Rios,150,,,
2688,Maria Rios,125,1983-05-31,5,5
2689,Diego Rivas,145,1991-11-11,5,8
2690,Jorge Rivera,185,1972-02-28,6,1
2691,Dante Rivera,185,1974-12-08,6,1
2692,Mario Rivera,170,,5,10
2693,Jonathan Rivera,155,,,
2694,Francisco Rivera,135,1981-10-08,5,8
2695,Irwin Rivera,135,1989-02-14,5,6
2696,Jimmie Rivera,135,1989-06-29,5,4
2697,Jerome Rivera,145,1995-04-22,5,10
2698,Nicdali Rivera-Calanoc,105,1985-06-12,5,3
2699,Pedro Rizzo,241,1974-05-03,6,1
2700,Kali Robbins,115,1984-07-05,5,3
2701,Justin Robbins,135,1980-07-29,5,5
2702,Karl Roberson,185,1990-10-04,6,1
2703,David Roberts,170,1975-11-15,6,1
2704,Andre Roberts,345,1965-02-24,6,2
2705,Joey Roberts,200,,6,2
2706,Tyrone Roberts,185,,5,9
2707,Ryan Roberts,155,1978-07-16,5,6
2708,Taylor Roberts,170,,5,11
2709,Buddy Roberts,185,1982-10-17,6,2
2710,Danny Roberts,170,1987-07-14,6,1
2711,Daniel Roberts,170,1980-08-05,5,10
2712,Roosevelt Roberts,155,1994-02-11,6,2
2713,Kenny Robertson,170,1984-02-14,5,10
2714,Chad Robichaux,135,1975-08-18,5,4
2715,Gillian Robertson,125,1995-05-17,5,5
2716,Mark Robinson,265,,6,0
2717,Colin Robinson,243,1968-11-27,6,4
2718,Alvin Robinson,155,1982-07-16,5,9
2719,Damonte Robinson,155,1995-06-10,6,0
2720,Vagner Rocha,155,1982-06-06,5,10
2721,Carlos Eduardo Rocha,170,1981-07-12,5,10
2722,Keith Rockel,185,,6,0
2723,Luke Rockhold,205,1984-10-17,6,3
2724,Bruno Rodrigues,135,1991-06-28,5,6
2725,Kevin Roddy,145,,5,11
2726,Gregory Rodrigues,185,1992-02-17,6,3
2727,Paul Rodriguez,155,,5,7
2728,Manuel Rodriguez,170,1985-04-25,5,9
2729,Ricco Rodriguez,265,1977-08-19,6,4
2730,Yair Rodriguez,145,1992-10-06,5,11
2731,Marina Rodriguez,115,1987-04-29,5,6
2732,Daniel Rodriguez,170,1986-12-31,6,1
2733,Mike Rodriguez,205,1988-11-28,6,4
2734,Ray Rodriguez,135,1987-12-10,5,7
2735,Luis Rodriguez,125,1999-05-07,5,6
2736,Drako Rodriguez,135,1996-06-16,5,8
2737,Victor Rodriguez,135,1992-09-05,5,5
2738,Nick Roehrick,205,1987-07-06,6,2
2739,Brett Rogers,265,1981-02-17,6,5
2740,Max Rohskopf,155,1994-09-27,6,1
2741,Brian Rogers,185,1984-02-15,5,11
2742,Marcos Rogerio de Lima,253,1985-06-25,6,1
2743,Pete Rogers Jr.,145,,6,0
2744,Marcelo Rojo,145,1988-07-02,5,8
2745,Shane Roller,155,1979-07-14,5,10
2746,Tim Roman,170,1985-06-08,6,1
2747,Jared Rollins,170,1977-01-26,5,9
2748,Alexandr Romanov,262,1990-12-11,6,2
2749,Ricardo Romero,205,1978-04-15,6,0
2750,Yoel Romero,185,1977-04-30,6,0
2751,Anthony Romero,155,1997-02-25,5,11
2752,Mara Romero Borella,125,1986-06-03,5,6
2753,Rong Zhu,135,2000-03-07,,
2754,Jesse Ronson,170,1985-12-24,5,10
2755,Joao Roque,155,1971-07-22,5,6
2756,George Roop,135,1981-11-10,6,1
2757,Aaron Rosa,205,1983-05-28,6,4
2758,Charles Rosa,145,1986-08-24,5,9
2759,Karol Rosa,135,1994-12-30,5,5
2760,Hilarie Rose,115,1992-11-11,5,3
2761,Jacob Rosales,155,1995-07-28,5,11
2762,Jake Rosholt,185,1982-02-09,6,1
2763,Jared Rosholt,265,1986-08-04,6,2
2764,Zach Rosol,243,,,
2765,Nick Rossborough,205,1981-11-18,6,5
2766,Kevin Rosier,275,,6,4
2767,Kristian Rothaermel,205,1972-01-31,6,0
2768,Rick Roufus,207,,6,0
2769,Ben Rothwell,265,1981-10-17,6,4
2770,Khalil Rountree Jr.,205,1990-02-26,6,1
2771,Ronda Rousey,135,1987-02-01,5,7
2772,Ray Routh,185,,5,8
2773,Roberta Rovel,145,,5,8
2774,Philip Rowe,170,1990-07-18,6,3
2775,Kain Royer,185,,,
2776,Brad Royster,135,,,
2777,Brandon Royval,125,1992-08-16,5,9
2778,Jairzinho Rozenstruik,242,1988-03-17,6,4
2779,Marco Ruas,210,1961-01-23,6,1
2780,Rodrigo Ruas,185,1977-10-06,5,10
2781,Murilo Rua,185,1980-05-22,5,11
2782,Rodolfo Rubio Perez,145,1987-01-29,5,5
2783,Mauricio Rua,205,1981-11-25,6,1
2784,Gabe Ruediger,155,1977-08-29,5,10
2785,Eddie Ruiz,155,1967-06-10,5,7
2786,Anthony Ruiz,205,1977-11-03,6,2
2787,Casey Ryan,185,,,
2788,Mike Russow,255,1976-09-11,6,1
2789,Bas Rutten,205,1965-02-24,6,1
2790,Pete Sabala,135,,,
2791,Yusup Saadulaev,135,1985-03-31,5,6
2792,Danny Sabatello,135,1993-03-31,5,10
2793,Patrick Sabatini,145,1990-11-09,5,8
2794,Amir Sadollah,170,1980-08-27,5,10
2795,Saparbeg Safarov,185,1986-10-14,6,1
2796,Frankie Saenz,135,1980-08-12,5,6
2797,Jason Saggo,155,1985-11-23,5,11
2798,Tarec Saffiedine,170,1986-09-06,5,10
2799,Lukasz Sajewski,155,1990-11-27,5,8
2800,Ovince Saint Preux,205,1983-04-08,6,3
2801,Paul Ruiz,135,1987-06-23,5,6
2802,Yukio Sakaguchi,185,1973-07-26,5,9
2803,Wataru Sakata,195,1973-03-11,5,9
2804,Augusto Sakai,265,1991-05-09,6,3
2805,Gokhan Saki,205,1983-10-19,6,0
2806,Alessio Sakara,185,1981-09-02,6,0
2807,Ryuta Sakurai,183,,5,7
2808,Kazushi Sakuraba,185,1969-07-14,6,0
2809,Justin Salas,155,1982-03-13,5,8
2810,Hayato Sakurai,168,1975-08-24,5,7
2811,Luis Saldana,145,1991-01-27,5,11
2812,Ivan Salaverry,185,1971-01-11,6,0
2813,John Salgado,170,,5,10
2814,Roman Salazar,135,1988-02-21,5,7
2815,Brandon Saling,170,1986-01-28,5,10
2816,Muslim Salikhov,170,1984-06-09,5,11
2817,Sean Salmon,185,1977-09-11,5,10
2818,Gabriel Salinas-Jones,245,1984-11-20,6,1
2819,Boston Salmon,135,1990-11-20,5,9
2820,Johnny Sampaio,170,1975-09-11,5,8
2821,John Salter,185,1985-03-21,6,1
2822,Josh Samman,185,1988-03-14,6,3
2823,Josh San Diego,135,,5,10
2824,Josh Sampo,125,1984-07-24,5,4
2825,Eddie Sanchez,230,1982-11-04,6,2
2826,Julian Sanchez,300,,6,3
2827,Bobby Sanchez,155,,5,7
2828,Donald Sanchez,145,1984-08-18,5,10
2829,Diego Sanchez,170,1981-12-31,5,10
2830,Joby Sanchez,135,1991-06-24,5,6
2831,Emmanuel Sanchez,145,1990-08-11,5,9
2832,Jesse Sanders,170,,6,0
2833,Erick Sanchez,145,1990-10-04,5,10
2834,Andrew Sanchez,185,1988-04-08,6,1
2835,Robert Sanchez,125,1986-03-05,5,6
2836,Jerrod Sanders,135,1979-10-01,5,8
2837,Cory Sandhagen,135,1992-04-20,5,11
2838,Luke Sanders,135,1985-12-12,5,6
2839,Hugo Sandoval,135,,,
2840,Joseph Sandoval,135,1986-05-11,5,7
2841,Hector Sandoval,125,1986-07-19,5,2
2842,Raul Sandoval,130,,,
2843,Chris Sanford,185,1968-03-12,5,11
2844,Jonathan Santa Maria,125,,5,9
2845,Roldan Sangcha'an,125,1990-12-04,5,4
2846,Yuhi Sano,243,1965-02-02,5,11
2847,Duda Santana,145,1996-01-10,5,7
2848,Sean Santella,125,1984-10-25,5,5
2849,Will Santiago,185,1983-02-08,5,7
2850,Mike Santiago,145,1989-07-28,5,10
2851,Shaheen Santana,155,1991-06-04,6,1
2852,Jorge Santiago,170,1980-10-09,6,1
2853,Richie Santiago,135,1992-10-10,5,7
2854,Jose Santibanez,155,1980-01-18,,
2855,Art Santore,185,1972-10-26,6,2
2856,Adriano Santos,,,,
2857,Luis Santos,170,,6,1
2858,Iliarde Santos,125,1980-09-25,5,5
2859,Paulo Santos,,,,
2860,Thiago Santos,205,1984-01-07,6,2
2861,Evangelista Santos,170,1977-12-12,5,10
2862,Leonardo Santos,155,1980-02-05,6,0
2863,Bruno Santos,185,1987-07-17,5,9
2864,Andre Santos,170,,6,0
2865,Gleristone Santos,145,1988-08-20,5,9
2866,Taila Santos,125,1993-06-22,5,6
2867,Marilia Santos,125,1992-12-12,5,4
2868,Nick Sanzo,190,,5,9
2869,Bob Sapp,350,1974-09-22,6,5
2870,Diego Saraiva,155,1982-04-23,5,6
2871,Daniel Sarafian,185,1982-08-21,5,9
2872,Harris Sarmiento,155,1983-09-09,5,9
2873,Alexander Sarnavskiy,155,1989-01-17,5,11
2874,Yuki Sasaki,185,1976-09-12,6,2
2875,Kyosuke Sasaki,183,,5,7
2876,Yuta Sasaki,125,1989-10-07,5,10
2877,Paul Sass,155,1988-08-04,6,0
2878,Masaaki Satake,220,1965-08-17,6,1
2879,Takenori Sato,170,1985-06-08,5,10
2880,Takashi Sato,170,1990-06-09,5,10
2881,Tom Sauer,263,1970-11-11,6,1
2882,Jeimeson Saudino,135,1991-03-05,5,6
2883,Townsend Saunders,170,,5,5
2884,Ben Saunders,170,1983-04-13,6,2
2885,Chris Saunders,155,1986-03-11,5,8
2886,Chad W. Saunders,170,,5,10
2887,Lumumba Sayers,185,1978-06-30,6,0
2888,Matt Sayles,145,1994-02-21,5,7
2889,Brandon Sayles,265,1981-04-23,6,5
2890,Mark Scanlon,170,,5,9
2891,Eric Schafer,185,1977-09-20,6,3
2892,Brendan Schaub,245,1983-03-18,6,4
2893,Kerry Schall,265,1971-08-09,6,2
2894,Eric Schambari,185,1978-04-22,5,11
2895,Matheus Scheffel,205,1992-04-11,6,2
2896,Antonio Schembri,205,1974-06-01,5,9
2897,Fabiano Scherner,257,1972-06-30,6,3
2898,Joe Schilling,185,,6,3
2899,Samy Schiavo,155,1975-12-24,5,8
2900,Semmy Schilt,265,1973-10-27,6,10
2901,Adam Schindler,155,1983-05-19,5,8
2902,Daniel Schmitt,185,,,
2903,Colleen Schneider,135,,,
2904,Matt Schnell,125,1990-01-15,5,8
2905,Darrill Schoonover,220,1985-07-18,6,2
2906,Alex Schoenauer,185,1976-05-05,6,3
2907,Bob Schrijber,240,,6,0
2908,Nate Schroeder,230,,6,1
2909,Lacey Schuckman,125,,5,3
2910,Mark Schultz,200,,5,9
2911,Brian Schwartz,170,,6,3
2912,Eric Schwartz,205,,,
2913,Justin Scoggins,125,1992-05-02,5,7
2914,Pat Schilling,145,1988-08-28,5,8
2915,Brad Scott,170,1989-06-24,6,1
2916,Mike Seal,185,,6,4
2917,Greg Scott,145,,5,9
2918,Kenneth Seegrist,185,,6,0
2919,Rony Sefo,225,,5,9
2920,Matt Secor,170,1986-09-26,6,0
2921,Neil Seery,125,1979-08-30,5,4
2922,Ray Sefo,240,1971-02-15,6,0
2923,Brendan Seguin,185,1976-07-03,6,0
2924,Stefan Sekulic,170,1992-02-12,6,0
2925,Pete Sell,170,1982-08-05,5,11
2926,Andrei Semenov,185,1977-06-17,6,0
2927,Brandon Sene,205,1981-05-21,5,11
2928,Matthew Semelsberger,170,1992-11-23,6,1
2929,Kim In Seok,145,,5,6
2930,Mackens Semerzier,145,1980-11-03,5,9
2931,Ray Seraille,246,,6,3
2932,Alex Serdyukov,170,1980-05-24,6,2
2933,Ivan Serati,205,,6,0
2934,Nicholas Sergiacomi,170,,,
2935,Adrian Serrano,170,1963-12-23,5,8
2936,Nick Serra,170,1978-03-27,5,9
2937,Fredy Serrano,125,1979-09-22,5,3
2938,Carl Seumanutafa,255,,6,1
2939,Matt Serra,170,1974-06-02,5,6
2940,Scott Shaffer,145,,5,7
2941,Dan Severn,250,1958-06-08,6,2
2942,Rosi Sexton,135,1977-07-16,5,3
2943,Leon Shahbazyan,170,1995-11-18,6,4
2944,Edmen Shahbazyan,185,1997-11-20,6,2
2945,Liliya Shakirova,125,1991-10-24,5,4
2946,Kamal Shalorus,155,1972-08-27,5,8
2947,Ken Shamrock,205,1964-02-11,6,1
2948,Frank Shamrock,185,1972-12-08,5,10
2949,Eric Shelton,125,1991-02-02,5,6
2950,Jason Sharp,205,,,
2951,Chase Sherman,250,1989-11-16,6,4
2952,Sean Sherk,155,1973-08-05,5,6
2953,Antonina Shevchenko,125,1984-11-20,5,8
2954,Henrique Shiguemoto,185,1989-06-22,5,11
2955,Valentina Shevchenko,125,1988-03-07,5,5
2956,Shunichi Shimizu,135,1985-01-31,5,5
2957,Jake Shields,170,1979-01-09,6,0
2958,Wade Shipp,245,1975-02-09,6,3
2959,Raja Shippen,145,1986-10-07,5,6
2960,Yuya Shirai,168,1980-04-02,5,8
2961,Wes Shivers,,,6,8
2962,Alexander Shlemenko,185,1984-05-20,5,11
2963,Josh Shockley,155,1989-11-15,6,1
2964,Josh Shockman,235,1980-12-29,6,4
2965,Jack Shore,135,1995-02-06,5,8
2966,Akira Shoji,195,1974-01-31,5,8
2967,Landon Showalter,185,1976-06-14,6,0
2968,Katsuyori Shibata,168,1979-11-17,6,0
2969,Brandon Shuey,155,1976-02-01,5,7
2970,Ivan Shtyrkov,205,1988-06-09,6,0
2971,Kiril Sidelnikov,230,1988-08-17,5,11
2972,Sam Sicilia,145,1986-02-01,5,8
2973,Steven Siler,145,1987-02-15,5,11
2974,Siala Siliga,290,1970-10-08,6,1
2975,Assuerio Silva,241,1974-06-18,5,10
2976,Xavier Siller,125,1994-06-06,5,5
2977,Thiago Silva,205,1982-11-12,6,2
2978,Jean Silva,160,1977-10-08,5,6
2979,Paulo Cesar Silva,385,1963-07-21,7,5
2980,Edson Silva,205,,,
2981,Anderson Silva,185,1975-04-14,6,2
2982,Wanderlei Silva,205,1976-07-03,5,11
2983,Sidney Silva,170,1972-02-27,6,3
2984,Jay Silva,185,,6,2
2985,Fabio Silva,205,1982-03-31,5,11
2986,Leandro Silva,155,1985-11-11,5,9
2987,Claudio Silva,170,1982-09-06,5,11
2988,Wagner Silva,170,1987-02-07,6,0
2989,Antonio Silva,264,1979-09-14,6,4
2990,Erick Silva,170,1984-06-21,6,0
2991,Rafael Silva,135,1985-03-20,5,7
2992,Joaquim Silva,155,1989-02-05,5,8
2993,Felipe Silva,155,1984-05-08,6,0
2994,Dayana Silva,135,1990-08-27,5,7
2995,Jacob Silva,125,1988-02-23,5,5
2996,Gabriel Silva,135,1994-08-26,5,6
2997,Bruno Silva,185,1989-07-13,6,0
2998,Natalia Silva,125,1997-02-03,5,4
2999,Douglas Silva de Andrade,145,1985-06-22,5,7
3000,Leonardo Silva de Oliveira,185,1992-04-23,6,2
3001,Marcus Silveira,242,,6,3
3002,Jamey Simmons,145,1992-09-11,5,6
3003,Elias Silverio,155,1986-09-22,5,11
3004,Aaron Simpson,170,1974-07-20,6,0
3005,Ricky Simon,135,1992-08-31,5,6
3006,Wes Sims,260,1979-08-04,6,10
3007,Marlon Sims,170,,,
3008,Tony Sims,155,1985-10-14,5,11
3009,Lodune Sincaid,185,1973-05-07,5,9
3010,Everett Sims,260,1988-09-04,6,5
3011,Rob Sinclair,155,1980-02-20,5,8
3012,Elvis Sinosic,205,1971-02-13,6,3
3013,Mitchell Sipe,245,1996-04-09,6,2
3014,Rory Singer,185,1976-05-28,6,2
3015,AJ Siscoe,135,,5,7
3016,Yokthai Sithoar,143,1974-12-25,5,7
3017,Jeri Sitzes,125,,5,5
